"","score","text"
"2538",1,"Note ban helped drive against anti-corruption, confirms CBI on demonetisation anniversary. #TransformingIndia
https://t.co/o9YRadVRid"
"2539",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/vkaTuDlDfB

via NMApp https://t.co/IUTvkLXYd0"
"2540",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms #TransformingIndia
https://t.co/tpntx0gQcI https://t.co/aYHYd2TmFm"
"2541",-1,"Demonetisation anniversary: New numbers are in, 1.5 million jobs lost in January-April this year – The Indian Expre… https://t.co/YuojVJlqTm"
"2542",0,"RT @kcsnegi: Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/pqoht4oo0s via NM app #DeMoWins #AntiBl…"
"2543",1,"Getting tough on corrupts; 1,492kg gold, Rs 87 crore in cash seized at airports since note ban. #TransformingIndia
https://t.co/zJdFhPepHZ"
"2544",0,"Note Ban: ED attached <U+20B9>9000 crore in black money, pulls up 1K shell firms https://t.co/pEYuOd6SfR"
"2545",0,"Note ban cost more than the amount IT officials can hope to recover from unusual deposits https://t.co/pj1VSYY54n https://t.co/C77dWqkNvW"
"2546",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/zVqHA8Msc8 via NMApp https://t.co/DMg9TtF0QO"
"2547",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/EuhJZJgaq2 via NMApp https://t.co/XISJ87q4bW"
"2548",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/vT3CGR8U9y via NMApp https://t.co/tNwk4tvLZN"
"2549",0,"RT @DaineseFayee: So I have been thinking about this.If they want to ban and control our guns they should consider that Abortion And Alcoho…"
"2550",0,"Indian Media finally exposes Washington's hand behind Modi's Demonetisation disaster. This is good from The Indian… https://t.co/5dqEugp1pY"
"2551",0,"Note ban Impact: ED attaches Rs 9,000 crore in black money; pulls up 1,000 shell firms. #TransformingIndia
https://t.co/OcfebDkaq7"
"2552",-1,"https://t.co/d3jROovbtm
NEWS: Govt Says Note ban Wiped Out Rs 6 Lakh Crore Black Money, Opposition Questions Claim… https://t.co/SfQSOCKEqK"
"2553",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms https://t.co/mmTSF4o3bQ"
"2554",0,"Note ban Impact: ED attaches Rs 9,000 crore in black money; pulls up 1,000 shell firms. #TransformingIndia… https://t.co/LiDzarAJxh"
"2555",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms. https://t.co/ursrPndCls #BJPNewsTrack"
"2556",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms. https://t.co/JW5N3UMeOO #BJPNewsTrack"
"2557",1,"1492 kg gold, <U+20B9>87 crore in cash seized at Airports since note ban https://t.co/rGnOA5EhVW"
"2558",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/WHktAU2Hy5

via NMApp https://t.co/MiTUUXFN9a"
"2559",1,"Note ban helped drive against anti-corruption, says CBI on demonetisation anniversary  https://t.co/gIuatoh7oA"
"2560",1,"Demonetisation news: 1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/xDusVqnbhz"
"2561",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/zvjPjWZjuk"
"2562",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/ZPcp5BpD19 via NMApp https://t.co/B0204bjIBE"
"2563",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
 https://t.co/UePrpBRjSQ

via NMApp https://t.co/WIE7YuH7Wd"
"2564",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms https://t.co/KI072uQzXk"
"2565",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/oJDEyWEjUy

via NMApp https://t.co/RHAyQWhvRc"
"2566",-1,"RT @bsindia: A year of #NoteBan : Despite widening losses, small retailers still back #BJP https://t.co/rRxO18pEPR
#Demonetisation #Demonet…"
"2567",0,"RT @56perumal: Govt says note ban wiped out Rs 6 lakh crore black money via @htTweets https://t.co/VwigxE7soA"
"2568",0,"BJP MP rails against note ban at House panel meet https://t.co/VV9bVq41lK via @the_hindu"
"2569",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/pqoht4oo0s via NM app… https://t.co/DUKUAF8T1I"
"2570",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/uxnbfgLz78 via NM app #DeMoWins… https://t.co/RaG61k16lv"
"2571",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
 https://t.co/zIRhMUscsf

via NMApp https://t.co/2QD6VETydm"
"2572",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/fVhaJNd9gC

via NMApp https://t.co/uvfy8ShCwn"
"2573",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms #AntiBlackMoneyDay… https://t.co/qWkOXfjnE2"
"2574",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/pLrnqT6yGZ via NMApp https://t.co/johKO4PwIU"
"2575",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms #DeMoWins #TransformingIndia… https://t.co/uj5ppgj33V"
"2576",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/LE1sUE1Iow

via NMApp https://t.co/8hVlw7djX1"
"2577",0,"We will not tolerate corruption <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>
Thanks to Honourable PM @narendramodi ji
<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>
1,492kg gold, Rs 87 crore in cash sei… https://t.co/iT31wScYty"
"2578",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/FFKOc8VjsA

via NMApp https://t.co/KO1GL56g4v"
"2579",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/4ZFByoMB2O v https://t.co/eIHTNNVX3m"
"2580",1,"1,492kg gold, Rs 87 crore in cash seized at airports since #Demonetisation 
https://t.co/WkA1JQMxhz

via NMApp https://t.co/aNfMdY44Bc"
"2581",1,"Note ban helped drive against anti-corruption, confirms #CBI on #demonetisationanniversary. #TransformingIndia
https://t.co/HmZN06cX8t"
"2582",1,"Getting tough on corrupts; 1,492kg gold, Rs 87 crore in cash seized at airports since note ban. #TransformingIndia
https://t.co/Km7Q61c6Hb"
"2583",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/eNzX7Q3s56 via NMApp https://t.co/JaKuWqb16D"
"2584",1,"Note ban led to unemployment and suicides, admits senior BJP MP
 - https://t.co/aA4iR4OJbH"
"2585",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/DVbdJuU3f8 via NMApp https://t.co/jRxE29N2UB"
"2586",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/dVAX6dJgqV via NMApp https://t.co/CquYZxwHzK"
"2587",0,"Note ban Impact: ED attaches Rs 9,000 crore in #blackmoney; pulls up 1,000 shell firms. #TransformingIndia
https://t.co/qZa9l77kFF"
"2588",0,"#GSTCouncil #ISupportOddEven 
So this is wht an Economist do.
So many changes since #GST is introduced. Again it sh… https://t.co/018YA8UKu4"
"2589",0,"Retweeted Nistula Hebbar (@nistula):

Excellent story by @SobhanaNair  https://t.co/Q13Y3UH7Mc https://t.co/X8T8LzRIYb"
"2590",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/r5FDXOOzzA

via NMApp
<ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><U+091C><U+092F>… https://t.co/vDTn7CavtB"
"2591",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban #DeMoWins #Demonetization  #TransformingIndia… https://t.co/jpKMARmU0c"
"2592",3,"RT @csharitha: Demonetisation survey on NM app receives good response. Received support from 81 per cent of participants with an approval r…"
"2593",0,"Note ban cost more than the amount IT officials can hope to recover from unusual deposits https://t.co/bb7jsyb5nL"
"2594",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/WFW7VQPiJM"
"2595",0,"Jewelers say they haven't smiled since #NoteBan a year ago
https://t.co/bd6c70q2j8 https://t.co/Itq8pAmLKf"
"2596",0,"Demonetisation in India effects: How much cash with public after note ban?  
https://t.co/S4N2TnAaGt"
"2597",0,"BJP MP rails against note ban at House panel meet https://t.co/jsYtWi5Gjw"
"2598",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
 https://t.co/yUH5CoJuJM

via NMApp https://t.co/PCEW8nPWS4"
"2599",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/qQwOKN0xmq

via NMApp
<ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><ed><U+00A0><U+00BD><ed><U+00BA><U+00A9><U+091C><U+092F> <U+092D><U+093E><U+0930><U+0924> <U+0935>… https://t.co/WxTyoQ8CyQ"
"2600",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/wimGi4atN5

via NMApp https://t.co/9kScnhyS0j"
"2601",1,"RT @anisha0singh: Interesting and relevant read on using alternate #data sources and #dataanalytics to estimate the effects of #India's #De…"
"2602",0,"RT @bewithswami: Mrs @smritiirani   #UnionMinisterForFollowingGandhiFamily 

Please take note what your own #BharatiyaJumlaParty MP has sai…"
"2603",0,"Mrs @smritiirani   #UnionMinisterForFollowingGandhiFamily 

Please take note what your own #BharatiyaJumlaParty MP… https://t.co/gdM3lci0jG"
"2604",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
 https://t.co/s3t9TOBPVf

via NMApp https://t.co/oapFXo5nMD"
"2605",0,"PM Modi’s note ban tweets one-way public address: study https://t.co/KlYxa2WM7V via @IndianExpress  @narendramodi @pmoindia"
"2606",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/duPbFUh49l

via NMApp https://t.co/dINNJ2BzFG"
"2607",0,"dont know. I came home to police everywhere, road taped off. Police left a note,  'if your kids need counseling bec… https://t.co/2YO0eEiGuu"
"2608",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/b86n9wWI4n https://t.co/QpfL6J37Gm"
"2609",0,"RT @kolkata24x7: <U+09A8><U+09CB><U+099F><U+09AC><U+09A8><U+09CD><U+09A6><U+09BF><U+09B0> <U+09AC><U+09B0><U+09CD><U+09B7><U+09AA><U+09C2><U+09B0><U+09CD><U+09A4><U+09BF><U+09B0> <U+09AA><U+09C7><U+09B0><U+09A4><U+09C7><U+0987> <U+09AE><U+09CB><U+09A6><U+09C0><U+0995><U+09C7> ‘<U+09A7><U+09A8><U+09CD><U+09AF><U+09AC><U+09BE><U+09A6>’ <U+09AE><U+09AE><U+09A4><U+09BE><U+09B0>
https://t.co/6ug9p3MezW
#Mamata #NarendraModi #Kolkata24x7 #BengaliNew…"
"2610",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/kv7JEZTEy7 https://t.co/b496JFKKjv"
"2611",0,"Note ban:ED attaches Rs 9,000 cr in black money;pulls up 1k shell firms......

https://t.co/NwFgrrM7cY

via NMApp https://t.co/TenuzaejWv"
"2612",0,"Jewelers say business yet to recover from slump following note ban a year ago https://t.co/gnAVGfpjUg https://t.co/rsczdVH7tX"
"2613",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms  https://t.co/7wuezmgvuZ

via NMApp https://t.co/kprWL7QT84"
"2614",0,"<U+0A9C><U+0AAE><U+0ACD><U+0AAE><U+0AC1>-<U+0A95><U+0ABE><U+0AB6><U+0ACD><U+0AAE><U+0AC0><U+0AB0><U+0AAE><U+0ABE><U+0A82> <U+0A86><U+0AA4><U+0A82><U+0A95><U+0AB5><U+0ABE><U+0AA6><U+0AC0><U+0A93><U+0AA8><U+0AC7> <U+0AAD><U+0A82><U+0AA1><U+0ACB><U+0AB3> <U+0A85><U+0A9F><U+0A95><U+0ABE><U+0AB5><U+0AB5><U+0ABE> <U+0AAE><U+0ABE><U+0A9F><U+0AC7><U+0AA8><U+0AC0> <U+0AB2><U+0AA1><U+0ABE><U+0A88><U+0AAE><U+0ABE><U+0A82> <U+0AAE><U+0ACB><U+0A9F><U+0AC0> <U+0AB8><U+0AAB><U+0AB3><U+0AA4><U+0ABE>; <U+0AA8><U+0ACB><U+0A9F><U+0AAC><U+0A82><U+0AA7><U+0AC0><U+0AA8><U+0AC0> <U+0AB5><U+0AB0><U+0ACD><U+0AB7><U+0A97><U+0ABE><U+0A82><U+0AA0><U+0AA8><U+0AC0> <U+0AAA><U+0AC2><U+0AB0><U+0ACD><U+0AB5><U+0AB8><U+0A82><U+0AA7><U+0ACD><U+0AAF><U+0ABE><U+0A8F> <U+0A8F><U+0AA8><U+0A86><U+0A87><U+0A8F><U+0A8F> <U+0AB0><U+0AC2>.… https://t.co/vHHKtgrkJ8"
"2615",0,"1,492kg gold,Rs 87 crore in cash seized at airports since note ban......

https://t.co/8yTr3kNs34

via NMApp https://t.co/S9tS9CHEGC"
"2616",1,"@ZeeNews Ha for people like note ban is not for one year. It's life time"
"2617",-2,"@BJP4India even a yogi @yogrishiramdev knows bigger note helps Corruption and yet my Dumb PM ignores… https://t.co/guCv7jvfn7"
"2618",0,"81% of respondents on PM's app back note ban. https://t.co/EQrcOR1VAq"
"2619",2,"Demonetisation survey on NM app receives good response. Received support from 81 per cent of participants with an a… https://t.co/uPeLaq3xlH"
"2620",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban  https://t.co/3mXtDZLBci

via NMApp https://t.co/1NyupV5nGv"
"2621",1,"@sagarikaghose On a lighter note in the interest of cinema should have asked for a ban of all Madhur's movies after Fashion"
"2622",1,"RT @AjayKushwaha_: Note ban survey on Modi app receives 'good response' 
@narendramodi @PMOIndia 
https://t.co/SwQXXBZmj9"
"2623",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/xaglQNQhkw

via NMApp https://t.co/WaWaVMdx1J"
"2624",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/IXB7Yj0JHR

via NMApp https://t.co/xI6fXhjp4M"
"2625",1,"RT @JDkhodiyar: 1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/lnj5VpstK0

via NMApp https://t.co/x5cn9d…"
"2626",0,"RT @livemint: Jewelers say business yet to recover from slump following note ban a year ago https://t.co/3XyC47w3LW"
"2627",-1,"'Note ban, GST have broken textile hub Surat's legs': https://t.co/4rrnKB4kMJ"
"2628",0,"<U+0C2D><U+0C3E><U+0C30><U+0C40><U+0C17><U+0C3E> <U+0C2C><U+0C02><U+0C17><U+0C3E><U+0C30><U+0C02>, <U+0C28><U+0C17><U+0C26><U+0C41> <U+0C2A><U+0C1F><U+0C4D><U+0C1F><U+0C41><U+0C2C><U+0C21><U+0C3F><U+0C02><U+0C26><U+0C3F>
https://t.co/o40ZmPce5X
#Gold #noteban https://t.co/rUCCRPN6fk"
"2629",0,"@nimmasuresh https://t.co/iktZScnHWH <U+0CA8><U+0CCB><U+0C9F><U+0CC1> <U+0CA8><U+0CBF><U+0CB7><U+0CC7><U+0CA7><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0C92><U+0C82><U+0CA6><U+0CC1> <U+0CB5><U+0CB0><U+0CCD><U+0CB7>: <U+0CA8><U+0CBF><U+0C9C><U+0C95><U+0CCD><U+0C95><U+0CC2> <U+0CA8><U+0CA1><U+0CC6><U+0CA6><U+0CA6><U+0CCD><U+0CA6><U+0CC7><U+0CA8><U+0CC1>? <U+0CAD><U+0CCD><U+0CB0><U+0CAE><U+0CC6> <U+0CAE><U+0CA4><U+0CCD><U+0CA4><U+0CC1> <U+0CB5><U+0CBE><U+0CB8><U+0CCD><U+0CA4><U+0CB5><U+0C97><U+0CB3> <U+0CB8><U+0CC1><U+0CA4><U+0CCD><U+0CA4>…"
"2630",-1,"Demonetisation: Mayawati, Misa Bharti in net for note ban cheating - https://t.co/pqYSaPoRSX via https://t.co/MLbKFOn0x4"
"2631",0,"Jewelers say business yet to recover from slump following note ban a year ago https://t.co/sEdG3cw0vi"
"2632",0,"Jewelers say business yet to recover from slump following note ban a year ago https://t.co/3XyC47w3LW"
"2633",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/yc4RTTsqlO

via NMApp https://t.co/6iLSjWHOHe"
"2634",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/TGgI4141Yo https://t.co/2Yd1JVNfjJ"
"2635",0,"RT @56perumal: ‘Note ban hit flesh trade, trafficking’ remark based on media reports: Ravi Shankar Prasad https://t.co/ikcZT0bqf8 via @Indi…"
"2636",0,"Jewelers say business yet to recover from slump following note ban a year ago"
"2637",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/xqU2ze1AXa https://t.co/8YYYilbfJm"
"2638",-1,"A year of note ban: Despite widening losses, small retailers still back BJP. https://t.co/2Ornd8hzDP"
"2639",-1,"One year after and jewelers are still struggling after India's cash ban #EconomicGrowth #Demonetization… https://t.co/Ot8SpgqVgt"
"2640",0,"BJP MP rails against note ban at House panel meeting https://t.co/l3zPJCBJba via @the_hindu"
"2641",0,"@PMOIndia I supported note ban and would wish for more such events. But i cannot share other non tax payers burden.… https://t.co/AryraMxJ8y"
"2642",0,"<U+0926><U+093F><U+0928> <U+0915><U+0940> <U+0938><U+0941><U+0930><U+0941><U+0935><U+093E><U+0924> <U+091C><U+094B><U+0915> <U+0915><U+0947> <U+0938><U+093E><U+0925> , <U+0915><U+0939><U+093E><U+0901>-<U+0915><U+0939><U+093E><U+0901> <U+0938><U+0947> <U+0932><U+093E><U+0924><U+0947> <U+0939><U+094B> <U+0921><U+093E><U+091F><U+093E>

https://t.co/AsplAnNkz1 https://t.co/S9yeKUY6bx"
"2643",0,"RT @BloombergQuint: Over 3,700 money laundering, FEMA cases under the scanner post #demonetisation.
https://t.co/eDnJVHXaiR https://t.co/vo…"
"2644",0,"I humbly request the Hon.PM of India may take action to link aadhaar to the registered documents through out India… https://t.co/ASMnAwQfQQ"
"2645",-1,"Modi Epic Blunder Demonetization explained #DemonetisationAnniversary #Demonezationdisaster #BlackMoney #NoteBan https://t.co/ln0DhU7MA2"
"2646",0,"<U+0B9C><U+0BBF><U+0B8E><U+0BB8><U+0BCD><U+0B9F><U+0BBF>, <U+0BAA><U+0BA3><U+0BAE><U+0BA4><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BBF><U+0BB4><U+0BAA><U+0BCD><U+0BAA><U+0BC1> <U+0BAA><U+0BBE><U+0BA4><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BC8> <U+0B9A><U+0BCA><U+0BB2><U+0BCD><U+0BB2><U+0B95><U+0BCD> <U+0B95><U+0BC2><U+0B9F><U+0BBE><U+0BA4><U+0BC1> <U+0B8E><U+0BA9> <U+0B9A><U+0BC2><U+0BB0><U+0BA4><U+0BCD> <U+0BB5><U+0BB0><U+0BCD><U+0BA4><U+0BCD><U+0BA4><U+0B95><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B85><U+0BB0><U+0B9A><U+0BC1> <U+0BAE><U+0BBF><U+0BB0><U+0B9F><U+0BCD><U+0B9F><U+0BB2><U+0BCD>- <U+0BB0><U+0BBE> https://t.co/MBSXMZbPAm"
"2647",-1,"RT @raman_anuradha: Study of tweets during demon showed how Mr Modi used twitter as one-way  communication . The Indian Express https://t.c…"
"2648",0,"@agrawalp2001 @Drajsumansingh @ModiLeDubega @alamgirizvi @aaccheDin @RaajnathSing @PainoliD @WithCongress… https://t.co/FWtKTdGnFF"
"2649",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/8fTs7kO33W https://t.co/eHsvw6JlSE"
"2650",0,"ED probing over 3,700 cases of money laundering and hawala cases post note ban https://t.co/gbnER7dGh9"
"2651",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0939><U+0935><U+093E><U+0908> <U+0905><U+0921><U+094D><U+0921><U+094B><U+0902> <U+092A><U+0930> 87 <U+0915><U+0930><U+094B><U+0921> <U+0930><U+0941><U+092A><U+090F> <U+0914><U+0930> 2600 <U+0915><U+093F><U+0932><U+094B> <U+0938><U+094B><U+0928><U+093E>-<U+091A><U+093E><U+0902><U+0926><U+0940> <U+091C><U+092C><U+094D><U+0924>
https://t.co/gAtuPvPpug #Demonetisation #DemonetisationAnniversary"
"2652",1,"https://t.co/4mhHPKXXwm 87 crore in cash, 2600 kg gold and silver detected at airports after note ban – Hindustan… https://t.co/eXULDDdLqj"
"2653",1,"RT @murugadass_bjp: 1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/OaOYhqHknA

via NMApp https://t.co/BWi…"
"2654",0,"RT @murugadass_bjp: Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/mVl8ippQll

via NMApp https://t.…"
"2655",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
 https://t.co/ReU9Y3mi6u

via NMApp https://t.co/LsidtLCsRt"
"2656",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/lnj5VpstK0

via NMApp https://t.co/x5cn9daM42"
"2657",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/mVl8ippQll

via NMApp https://t.co/hoZcgIOajd"
"2658",0,"@tajmahalfoxtrot 

BJP MP rails against note ban at House panel meeting https://t.co/lvNTY6okdx"
"2659",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/OaOYhqHknA

via NMApp https://t.co/BWiDxfHrIf"
"2660",0,"What Modi planned with demonetisation and what became of it https://t.co/KJveqdQK8t via @dailyo_"
"2661",0,"https://t.co/SzKjQtup0f"
"2662",0,"RT @vinaydokania: BJP MP rails against note ban at House panel meeting https://t.co/H4cMexofBM"
"2663",1,"Note ban survey on Modi app receives 'good response' 
@narendramodi @PMOIndia 
https://t.co/SwQXXBZmj9"
"2664",0,"Govt says note ban wiped out Rs 6 lakh crore black money via @htTweets https://t.co/VwigxE7soA"
"2665",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
 https://t.co/a9IjJMwgM7 https://t.co/hlPiAif9hF"
"2666",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/iQT0O4xDAZ https://t.co/uNYC1FaoSM"
"2667",1,"Dh49m  cash, 2,600kg gold detected at Indian airports after note ban
 https://t.co/rmvKM2aAl0"
"2668",1,"RT @htTweets: Rs 87 crore in cash, 2,600 kg gold and silver detected at airports after note ban https://t.co/r48zpPpPde https://t.co/TBqnGl…"
"2669",-1,"Odd : Note ban
Even : GST
#OddEven https://t.co/qohEnGSN4w"
"2670",-1,"BJP MP agrees to the chaos #Demonetization created in the unorganized sector. #DeMoDisaster  https://t.co/0LuNtOyCey"
"2671",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/4MCgNUNDbH

via NMApp https://t.co/jgyRkoOUBN"
"2672",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/gOPDfujbQ0

via NMApp https://t.co/JhUj7XFvF5"
"2673",1,"Rs 87 crore in cash, 2600 kg gold and silver detected at airports after note ban - Hindustan Times… https://t.co/1l8NMV4W26 India business"
"2674",0,"‘Note ban hit flesh trade, trafficking’ remark based on media reports: Ravi Shankar Prasad https://t.co/2OZyaTu8Vk"
"2675",0,"Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms  https://t.co/KEi33bqa9H

via NMApp https://t.co/cYpsfjhCTC"
"2676",1,"Over Rs 87 crore suspect cash, 2,600 kg of gold and other precious metals were intercepted by the CISF at airports.… https://t.co/dIItxMeTQf"
"2677",1,"Dh49m cash, 2,600kg gold detected at Indian airports after note ban. #DemonetisationAnniversary  https://t.co/rnFqLSUwQG"
"2678",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban  https://t.co/Ij5kZ2v9mK

via NMApp https://t.co/LxbD35PsfM"
"2679",-1,"A year of #noteban: Despite widening losses, small retailers still back #BJP
https://t.co/vyuzeC65ex
#Demonetisation#notebananniversary"
"2680",-1,"A #yearofnoteban: Despite widening losses, small retailers still back #BJP
https://t.co/6c8f802w6E
#NoteBanAnniversary
#AntiBlackMMoneyday"
"2681",0,"high-denomination notes accounted for about 85 per cent of total currency money. This makes cash transactions very e…https://t.co/El8RRrXsNa"
"2682",1,"Its Great!! The real estate market is recovering from the duel effect of #GST &amp; demonetisation...… https://t.co/0GcnYb9QaO"
"2683",-1,"A year of note ban Despite widening losses small retailers still back BJP https://t.co/qgr1WUBxWZ"
"2684",0,"Demonetisation a watershed moment in Indian history: Jaitley on note ban anniversary https://t.co/ZL909M64Ju"
"2685",0,"‘Note ban hit flesh trade, trafficking’ remark based on media reports: Ravi Shankar Prasad https://t.co/ikcZT0bqf8 via @IndianExpress"
"2686",1,"Important note. Toxic bros no good for summah, no good for shows. Ban toxic masculinity from public. https://t.co/icLUD2WBa9"
"2687",0,"@IndiaToday @sanjayuvacha Here you go: https://t.co/K9xtY0FLqH"
"2688",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/hJW4Nj7BE3 https://t.co/dqmoLVDtwN"
"2689",-1,"On demonetisation anniversary, a look back at how hard the note ban hit ordinary Indians https://t.co/r7JpYFIsKe via @scroll_in"
"2690",-1,"@FinMinIndia @RBI y 10rs coins r not accepting in most of d shops?
Pls ans fr entire country. People r struggling f… https://t.co/9csX3uzksd"
"2691",1,"Demonetisation news: 1,492kg gold, Rs 87 crore in cash seized at airports since note ban
 https://t.co/ieN5aFAFme"
"2692",0,"BJP MP Shyama Charan Gupta rails against note ban at House panel meet https://t.co/CNTow2mgWd"
"2693",0,"Events prior to November 8, 2016, highlight the role of multinationals working behind the scenes in forcing digital… https://t.co/vnyFGomXOJ"
"2694",0,"I bow to people of India, says PM Narendra Modi on note ban - The Economic Times https://t.co/Cto0Z94vnv"
"2695",1,"Modi gets approval rating of 4.6 out of 5 for demonetisation decision https://t.co/N88fNWG0wb"
"2696",0,"a year after demonetisation, RBI says still verifying returned notes https://t.co/6ygBmOUke9"
"2697",0,"RT @DrSRaghavachari: #TransformingIndia
Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms
https://t.co/9hR0Hb4lyE v…"
"2698",-1,"A year of #noteban: Despite widening losses, small retailers still back #BJP
https://t.co/uQWhZpYmO9"
"2699",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban https://t.co/8e3I0Ak300"
"2700",1,"1,492kg gold, Rs 87 crore in cash seized at airports since note ban
https://t.co/EcHbymdSCr via NMApp https://t.co/ZEaQ9cbV0G"
"2701",0,"#TransformingIndia
Note ban: ED attaches Rs 9,000 cr in black money; pulls up 1k shell firms… https://t.co/2KzTTg5Kg4"
